blinks chicken chicken belinda,7c,2
super farm wombat animal,7a,2
chicken george wombat furry,7a,6
farm farm george super,7b+,6
super animal furry farm,7a,4
george animal belinda blinks,6c,5
furry farm chicken super,6b,2
super orwell blinks orwell,7b,9
orwell chicken belinda wombat,6b,3
super farm animal furry,6c,1
farm orwell super furry,7c,6
belinda super orwell animal,6a,1
chicken furry belinda george,7b+,1
farm super animal wombat,7b,9
farm chicken orwell farm,6b+,9
belinda wombat blinks belinda,7c,2
blinks animal blinks blinks,6a,4
george wombat orwell orwell,6c,4
chicken super chicken blinks,7b+,4
belinda super furry animal,7a+,9
farm george wombat animal,6a+,1
wombat george wombat orwell,6a+,5
chicken animal farm belinda,7a,4
super farm animal wombat,6a+,8
super farm furry super,7c+,8
chicken wombat wombat furry,6a,6
animal wombat farm orwell,7c+,9
wombat furry super belinda,7c,4
super belinda wombat orwell,7a+,5
blinks belinda furry animal,6a+,1
chicken super george belinda,7c+,9
belinda farm blinks blinks,7a+,4
super george blinks blinks,7a+,4
chicken blinks orwell belinda,7c,2
chicken orwell blinks furry,7b,7
orwell blinks wombat blinks,6c+,7
furry belinda furry animal,6b,4
blinks animal blinks belinda,7a+,8
furry wombat blinks belinda,6a+,1
george chicken super chicken,7c,5
animal animal blinks animal,7b,1
furry orwell chicken chicken,7a+,4
chicken farm animal super,6c,2
orwell chicken super orwell,6c+,6
wombat furry furry george,6a,3
belinda george belinda blinks,7a+,6
orwell wombat super furry,6b+,5
wombat blinks orwell wombat,6c+,2
furry blinks chicken furry,7c,6
george chicken george super,6c+,6
orwell animal chicken george,7c,9
belinda george furry chicken,7b,3
animal belinda chicken orwell,6c,8
chicken belinda belinda george,7a+,3
orwell wombat chicken george,7c,9
blinks george animal belinda,6a+,9
chicken orwell chicken furry,6a+,8
george farm blinks chicken,6a,1
blinks george orwell belinda,6b,4
chicken belinda furry george,7a+,4
animal george belinda orwell,7a,4
orwell george belinda animal,6a+,5
chicken george blinks animal,6b,7
wombat furry furry farm,7a,3
george orwell chicken super,7c,6
belinda chicken belinda super,7b,8
animal super farm super,6b,2
wombat furry wombat orwell,7b+,8
belinda super george furry,7c+,3
orwell wombat orwell furry,6c+,5
orwell animal belinda chicken,7b,4
super orwell blinks farm,6c,4
blinks chicken belinda belinda,7b,4
wombat orwell george george,6a+,3
blinks chicken wombat farm,6b+,8
george george blinks orwell,7b+,7
blinks orwell belinda george,7c+,3
blinks george blinks chicken,7b,1
chicken blinks chicken super,7a,4
wombat farm farm animal,6c+,2
furry chicken farm furry,7a,7
chicken animal belinda super,7a+,1
blinks animal wombat animal,6b+,9
belinda chicken super wombat,7b,7
orwell blinks blinks wombat,7b+,2
farm super wombat orwell,7a+,7
super belinda orwell animal,6c,1
wombat chicken george wombat,7b,3
super orwell blinks wombat,7a+,8
furry george wombat belinda,6c+,9
chicken george wombat animal,7a,3
blinks super belinda george,7a,6
belinda farm animal chicken,6b+,5
super chicken farm wombat,6a,2
super blinks wombat wombat,7b+,2
george blinks orwell wombat,7b+,4
farm wombat orwell blinks,7c,7
super furry orwell george,6a,3
animal furry animal george,7c+,2
furry farm orwell furry,7a+,4
orwell blinks george furry,7b,1
chicken farm george george,7b+,3
animal super blinks furry,6a+,9
wombat super chicken orwell,7c+,1
orwell furry blinks orwell,6a,3
animal chicken super orwell,7a+,4
george animal chicken super,6b+,4
farm wombat george furry,6b+,7
wombat wombat chicken belinda,7b,6
chicken belinda chicken chicken,6c+,7
chicken super farm orwell,6c+,7
belinda wombat super furry,6c,7
belinda furry animal furry,7b,3
chicken animal super furry,6a+,3
blinks super super farm,7a,2
orwell farm animal wombat,7b+,4
belinda animal wombat animal,6a+,3
animal george orwell blinks,7c+,6
george animal wombat animal,6a+,1
wombat animal blinks chicken,6b,7
wombat super wombat farm,6b+,5
orwell farm chicken belinda,6c+,3
george george chicken belinda,6a+,3
super belinda george super,7c+,7
chicken super blinks animal,7a,5
super blinks animal farm,7c+,9
chicken farm belinda super,7a,5
blinks belinda george blinks,7b,7
farm wombat animal belinda,7a+,7
wombat belinda chicken george,6a+,3
orwell farm blinks orwell,7b,9
chicken orwell george george,6c+,1
animal belinda farm belinda,6b+,4
belinda farm animal blinks,7a+,9
orwell farm farm george,6c+,1
farm belinda george orwell,6a+,4
george george furry chicken,6a,9
blinks animal animal george,7b,6
wombat farm furry george,6a+,9
super wombat super george,6b,8
super wombat wombat george,7a,4
furry farm furry wombat,6a,6
orwell furry belinda wombat,6a,4
blinks farm farm furry,6c,3
animal belinda super orwell,6c,9
orwell wombat george blinks,6b,2
chicken super belinda animal,6c+,9
belinda blinks belinda belinda,6a,7
wombat belinda chicken furry,7b+,1
animal george chicken furry,7b,2
wombat furry super super,7c+,2
super furry chicken blinks,7c+,3
orwell wombat super furry,7a,8
blinks orwell chicken orwell,6b+,3
belinda furry animal super,6a+,9
farm george belinda belinda,6b,7
blinks animal orwell furry,7c+,5
furry farm george animal,7a+,5
farm wombat chicken orwell,6b+,3
chicken animal furry animal,7b,6
animal furry orwell furry,6a,4
super furry orwell chicken,6b+,7
george wombat orwell chicken,6b+,8
farm blinks blinks belinda,6b,7
farm farm animal chicken,6b,8
orwell belinda orwell chicken,6a,1
george orwell super blinks,7b,2
orwell farm chicken orwell,7a,6
animal farm george animal,6a+,3
belinda george george george,7c,1
belinda furry orwell belinda,6c,3
george furry orwell animal,7b,8
orwell farm animal belinda,7a,1
wombat farm farm belinda,6a+,7
super super wombat george,7a+,7
orwell blinks belinda furry,7c,1
blinks super super george,6c+,4
george farm animal orwell,7c+,7
orwell animal orwell orwell,7b,1
animal chicken george furry,7a,5
furry blinks animal blinks,6c+,4
super farm farm orwell,7a,2
farm george wombat blinks,6b,8
blinks wombat wombat furry,7a+,5
furry farm farm orwell,7b,6
chicken george belinda super,6b,5
blinks blinks wombat blinks,7c,2
blinks farm belinda blinks,7a,6
blinks chicken orwell george,6a,3
orwell chicken animal animal,7a,3
wombat orwell orwell george,6a+,1
orwell wombat chicken farm,7c,7
chicken super chicken furry,7c,7
chicken wombat farm animal,7c,8
george furry orwell furry,6b,2
chicken blinks belinda blinks,6b,3
super super wombat wombat,6a,5
george chicken belinda wombat,6b+,5
wombat chicken belinda orwell,6c+,7
orwell farm farm furry,7c+,4
george chicken farm furry,6b+,4
belinda george wombat animal,7b+,5
furry orwell furry george,7a+,1
george animal belinda animal,7a+,3
furry super animal furry,6c+,8
george animal belinda farm,6a,7
super orwell blinks blinks,6a+,1
super orwell wombat farm,7a,3
wombat wombat farm orwell,6c,8
super animal furry orwell,7a,5
wombat blinks blinks animal,6a,7
orwell animal blinks chicken,7b+,3
blinks orwell orwell animal,7b,4
orwell super farm animal,6a+,4
chicken george george farm,7a,3
blinks furry super blinks,7a+,4
animal animal farm farm,7b+,7
furry wombat chicken wombat,7c+,9
wombat blinks george orwell,6c,9
furry belinda chicken furry,6a,3
farm wombat blinks wombat,6c+,8
furry farm farm animal,7a,5
orwell blinks animal animal,6b,5
orwell chicken furry george,6a+,9
farm wombat george super,6b+,8
george chicken furry orwell,6a+,9
animal furry blinks george,6a,6
animal orwell farm super,7a,9
wombat belinda george blinks,7a+,3
chicken animal chicken orwell,7a,5
animal blinks super blinks,6c,2
orwell george belinda farm,7a,8
furry george animal george,6c,5
animal belinda farm wombat,7b+,4
blinks chicken blinks wombat,6c,8
orwell chicken chicken furry,7c,3
furry belinda wombat blinks,7c,7
orwell animal belinda furry,7c,6
animal farm blinks george,7c,6
george wombat orwell furry,7c,9
blinks furry blinks super,7c+,5
blinks super belinda furry,6c,3
george blinks george wombat,6a,3
george animal chicken chicken,6a+,4
george orwell animal animal,7b+,2
farm blinks orwell animal,6a,5
orwell george farm george,7a+,8
belinda super super farm,6a,3
animal orwell chicken animal,7a,6
george furry farm belinda,7b,7
belinda george super orwell,6b+,8
orwell chicken super belinda,6c+,8
farm wombat chicken blinks,6b,6
orwell belinda george belinda,7c,6
belinda farm george george,7b,7
blinks chicken wombat chicken,6a+,8
animal george chicken chicken,6b+,3
animal belinda chicken furry,7a+,8
wombat furry blinks animal,6a+,2
animal animal wombat furry,7a,9
orwell animal wombat wombat,6b,1
furry chicken belinda blinks,6c,5
orwell orwell wombat furry,7a+,1
super george wombat furry,7c,5
furry chicken orwell chicken,7b+,2
george super super wombat,6b,9
farm george super belinda,7c+,9
animal animal george super,7b+,8
super belinda animal farm,6c+,7
blinks furry wombat furry,6a,5
orwell wombat george farm,7b+,5
wombat super furry chicken,6a+,6
furry blinks farm george,7a+,1
farm orwell blinks orwell,7a,1
animal super george super,7b+,2
farm george orwell george,6c+,3
george farm super orwell,7c,1
belinda blinks animal animal,7b,5
george super wombat belinda,6c,2
animal animal animal wombat,6a,2
chicken farm chicken wombat,6a,7
furry farm wombat blinks,6a+,8
wombat blinks chicken belinda,6a,5
super animal belinda furry,6c+,8
belinda george orwell wombat,7b,2
super belinda farm orwell,7c+,4
belinda george belinda blinks,6b+,4
orwell belinda orwell wombat,7a,6
belinda super super farm,7c+,6
orwell animal blinks animal,7c+,6
furry farm george orwell,6c+,5
wombat blinks blinks farm,7a+,6
super super furry farm,6b+,7
farm animal wombat furry,7a+,4
blinks belinda wombat chicken,6a,2
farm animal chicken george,6c,2
chicken belinda chicken chicken,7b+,4
farm animal super orwell,6a,6
belinda wombat furry george,7a,2
belinda farm farm super,6b,7
animal george chicken furry,6b+,8
orwell super orwell belinda,6c+,2
belinda chicken wombat george,7c+,3
furry super orwell super,6b+,2
orwell blinks blinks wombat,6b,3
farm farm animal orwell,7a,5
animal animal wombat farm,7b,8
super super george belinda,7c,1
blinks super super farm,7a+,5
blinks orwell furry orwell,6a+,9
george furry animal animal,6a,7
wombat george super chicken,6c,5
furry furry chicken super,6c+,3
animal farm farm orwell,6a,7
farm animal chicken super,6a+,5
belinda blinks blinks belinda,6c+,5
chicken orwell wombat farm,7b,5
belinda wombat wombat blinks,6b,1
furry animal farm orwell,7b,3
farm farm super furry,6a+,4
blinks super wombat furry,7c+,7
wombat belinda wombat farm,7b,5
blinks farm wombat farm,6c+,2
farm george wombat blinks,6b+,2
chicken furry chicken farm,6a,9
belinda super farm belinda,7b+,5
super chicken orwell orwell,6a,6
furry wombat animal chicken,6c+,6
furry animal furry super,7a+,6
furry animal furry blinks,7a,8
blinks wombat chicken animal,7c,3
animal animal furry george,7a,2
blinks orwell orwell wombat,6a+,6
animal george chicken blinks,7c+,6
super orwell furry animal,7c+,5
blinks wombat wombat wombat,7b+,4
farm furry furry furry,6b+,7
farm wombat orwell super,6a,3
orwell george wombat george,6a+,4
animal animal wombat super,7a+,7
george animal furry george,7c+,3
orwell wombat wombat belinda,6c,9
wombat wombat chicken super,7c,6
george blinks animal wombat,6c+,3
belinda belinda george blinks,6c+,7
super furry farm farm,6b+,8
orwell animal farm orwell,7a,3
blinks animal farm farm,7c+,9
blinks orwell farm chicken,6c,7
george belinda furry super,6b+,6
blinks animal orwell furry,6c,6
farm orwell belinda george,6a+,9
blinks orwell belinda animal,6b,4
george chicken chicken wombat,7b+,5
belinda farm farm wombat,6c+,7
belinda chicken furry blinks,6c+,2
orwell super wombat animal,7b+,3
farm chicken orwell belinda,6c,8
animal george super george,7a,8
orwell blinks george belinda,6c+,2
farm farm super animal,7b+,6
animal blinks chicken blinks,6b+,2
orwell animal belinda wombat,6b+,5
orwell blinks animal furry,6c+,4
super wombat animal george,6b+,3
super super furry super,6b,9
george blinks furry furry,6c,5
wombat super super george,6a,3
furry wombat chicken furry,6c+,1
super belinda chicken belinda,6c+,5
animal furry george wombat,6c,4
super george animal wombat,7a+,7
belinda george chicken furry,6a+,5
belinda belinda orwell furry,6a+,2
wombat george george wombat,7c+,8
blinks wombat chicken farm,6c+,6
farm furry chicken super,6b,8
chicken wombat george orwell,7a+,9
george blinks super animal,7c+,1
farm wombat wombat super,7c,6
farm chicken farm blinks,6c+,2
animal animal wombat wombat,7a,9
farm super furry blinks,6b+,2
furry orwell farm blinks,6a,8
animal animal chicken furry,6b+,5
wombat blinks blinks wombat,6b,3
orwell belinda george belinda,6c,3
furry animal blinks furry,7a,2
furry wombat george belinda,6c+,6
chicken furry belinda farm,6b+,8
furry super furry chicken,6a,9
super chicken wombat furry,6a,7
wombat farm furry orwell,6a,3
wombat george super chicken,7c+,3
orwell blinks belinda furry,6a+,9
blinks super wombat chicken,7b+,2
farm george super chicken,6a,8
animal wombat furry super,6c+,4
wombat chicken animal chicken,7b,3
wombat furry orwell belinda,6c,7
belinda furry blinks belinda,7a,4
belinda george furry farm,6a+,1
george animal orwell farm,6a+,8
super animal furry belinda,6a+,1
farm super furry george,6c,7
animal belinda orwell farm,6c,7
blinks chicken orwell animal,7c+,8
belinda farm farm chicken,6c+,5
animal super orwell wombat,6a,2
wombat orwell orwell belinda,6c+,5
furry belinda orwell george,6a,1
blinks farm furry blinks,7a+,4
farm furry belinda chicken,7a+,6
george wombat orwell blinks,7a+,8
farm blinks wombat chicken,7b+,9
george animal blinks george,6a,4
super chicken super wombat,6c+,3
belinda belinda farm furry,7b,3
belinda blinks animal george,6a,9
belinda animal animal wombat,7b+,6
orwell animal furry furry,7a,5
furry wombat blinks orwell,7b+,2
belinda animal super orwell,6b,1
orwell wombat george belinda,7b+,8
animal farm wombat george,6b,4
belinda blinks blinks furry,7c,3
blinks george chicken george,7c+,4
chicken blinks george belinda,7a+,4
belinda super animal george,6b+,7
animal george furry orwell,6a+,1
animal super furry furry,6c,7
belinda blinks blinks george,7a,9
george furry george orwell,7c,3
animal belinda furry belinda,6b+,2
furry chicken wombat orwell,6a+,1
farm animal furry george,7b+,5
wombat wombat belinda chicken,7a,2
chicken belinda furry chicken,6a,5
furry orwell blinks animal,7c+,5
farm animal wombat super,7a+,9
george orwell animal furry,6c,6
wombat george orwell george,6c,5
animal animal orwell furry,6b+,7
furry farm super super,6a+,8
chicken furry furry george,6a,2
belinda blinks wombat george,7a,7
belinda chicken farm george,7a,3
chicken orwell orwell wombat,6a,3
george chicken chicken blinks,7c,8
wombat farm animal chicken,6b+,3
belinda chicken chicken orwell,7a,2
super belinda animal blinks,6c+,1
george blinks furry blinks,7a,2
blinks belinda wombat blinks,6a,3
farm wombat wombat wombat,6c+,2
chicken belinda blinks blinks,7a,3
chicken orwell animal animal,6a,9
orwell wombat super george,7a,1
chicken blinks wombat furry,6a+,3
farm farm blinks super,6b,5
belinda blinks animal farm,6b,8
wombat belinda super belinda,6c+,4
animal wombat wombat wombat,6c,9
animal wombat chicken wombat,7c+,4
george super animal belinda,7a,9
farm orwell chicken chicken,6a,5
animal animal furry george,6b,1
wombat blinks chicken furry,6a+,1
blinks super orwell orwell,6a,8
furry george orwell george,7b+,5
animal george orwell farm,6b+,2
orwell blinks chicken super,7b+,6
george wombat super wombat,6b,7
farm animal chicken furry,7b,5
wombat furry belinda super,7b+,6
orwell animal animal orwell,7c,9
blinks wombat super orwell,7b,7
furry animal blinks super,7c+,5
orwell wombat furry blinks,6c,6
super wombat belinda orwell,6c+,1
belinda furry animal blinks,7b+,3
super animal orwell george,7c,2
farm wombat animal george,6c,9
blinks furry belinda animal,7a+,6
chicken george orwell orwell,7c,5
belinda belinda orwell george,6c+,5
chicken farm animal super,7a+,9
furry super super furry,7b,2
belinda blinks super super,6c+,1
george super super wombat,6a,6
furry chicken blinks belinda,6c,4
animal belinda chicken farm,6b+,7
blinks chicken animal orwell,7c,2
super farm animal blinks,7b+,7
animal animal blinks animal,6c+,6
farm furry blinks george,7c,4
chicken george george chicken,6c,6
chicken furry farm orwell,7a,8
farm belinda animal chicken,7b+,4
furry orwell wombat blinks,7a,4
furry animal animal super,6a+,7
wombat animal animal animal,7a+,6
blinks farm furry animal,7c,2
super chicken orwell wombat,6c+,8
george furry chicken belinda,7c+,5
wombat super furry belinda,6a,3
wombat belinda furry animal,6a+,8
belinda belinda george super,6a+,6
farm farm furry chicken,7a,3
farm george wombat super,7b,1
orwell blinks george wombat,7b+,8
animal orwell furry animal,7c,5
farm furry super chicken,6c,6
chicken wombat blinks furry,6b+,5
wombat george george orwell,7c+,7
orwell george george chicken,6b,5
chicken belinda blinks wombat,6a+,9
super blinks wombat george,6a,7
chicken farm chicken orwell,7a+,3
george chicken super furry,7a,1
george furry blinks farm,6c+,4
orwell chicken super blinks,7c,7
belinda furry super blinks,7b+,5
belinda wombat farm chicken,7c,2
wombat super furry super,7a,3
belinda chicken animal wombat,6b+,4
blinks blinks animal farm,7a,2
furry orwell animal belinda,7b+,7
blinks farm animal animal,7b,5
super chicken furry furry,6b,8
blinks wombat belinda furry,6a+,4
belinda farm george orwell,6b+,6
farm wombat farm super,6b,1
orwell furry wombat chicken,6b+,2
belinda chicken animal blinks,7b+,3
blinks chicken furry chicken,7b,9
orwell furry chicken furry,7a,5
chicken blinks super super,6a+,7
animal belinda super wombat,6b,8
blinks orwell george chicken,6c,6
orwell george george belinda,7a,3
george belinda animal chicken,7b+,9
farm george farm wombat,6b+,6
animal super furry furry,6b+,6
george orwell wombat furry,6c,4
super blinks farm chicken,7a+,6
orwell wombat belinda super,6c,3
chicken chicken chicken super,6c,4
blinks blinks super farm,7b+,9
belinda farm farm animal,6c+,5
animal furry chicken farm,7b+,8
furry blinks chicken belinda,6a+,6
orwell super furry animal,6a+,5
chicken furry wombat animal,6b,4
belinda chicken furry wombat,6a,3
george george chicken furry,7c+,1
belinda wombat chicken blinks,7a,1
orwell wombat george farm,7a,1
farm orwell belinda furry,7a+,2
blinks george furry orwell,6c+,6
chicken george blinks wombat,7b+,4
belinda orwell wombat belinda,7b+,6
super george belinda orwell,6c+,4
orwell super super blinks,6c+,2
wombat super george farm,6b,4
belinda animal orwell wombat,6a,5
orwell chicken animal orwell,6b+,1
blinks belinda farm furry,6a+,6
george super george chicken,6a+,3
animal wombat orwell animal,6b,3
wombat belinda chicken farm,7a+,8
super chicken wombat animal,6c+,1
blinks blinks orwell furry,7c+,3
orwell orwell belinda animal,7c+,2
furry george wombat chicken,6c+,2
george belinda orwell blinks,7c+,4
belinda super furry belinda,7c,1
wombat blinks blinks chicken,7b,7
blinks orwell orwell chicken,6a+,6
chicken furry blinks super,7a+,5
farm furry animal orwell,6a+,7
blinks blinks orwell chicken,7b+,9
belinda farm blinks blinks,6a,7
blinks blinks orwell animal,7a,9
super furry furry animal,7a+,4
orwell furry chicken george,7c+,6
blinks orwell george furry,7c,6
belinda belinda wombat belinda,7c+,5
super super animal orwell,6a+,7
orwell super belinda george,7c,1
wombat belinda orwell belinda,7a+,8
farm belinda chicken furry,7b+,6
super chicken furry furry,6b,5
animal wombat farm farm,6b,2
george furry blinks chicken,7b+,9
furry farm belinda orwell,7c+,3
orwell chicken chicken belinda,6c,3
wombat chicken farm super,7a,1
animal wombat super george,7c,4
belinda orwell blinks blinks,7a+,7
george orwell wombat wombat,6b,3
chicken furry george furry,6a,8
george animal furry animal,7a,6
wombat blinks wombat super,6b+,9
orwell george blinks furry,7b,3
super farm belinda chicken,7c+,6
farm super orwell furry,7b+,2
blinks chicken orwell wombat,6c+,7
super animal george blinks,6c,9
george animal farm farm,6c+,9
farm blinks farm george,7a+,6
furry furry george belinda,7b+,8
chicken belinda super furry,7c+,5
farm orwell super animal,7b,6
animal animal george george,6a+,4
furry blinks chicken furry,6a+,5
george wombat super super,6b,2
animal orwell belinda farm,7b,9
animal belinda furry wombat,7c+,3
wombat belinda super george,7c+,4
blinks chicken animal wombat,6c+,2
super george chicken animal,7b+,6
blinks orwell super wombat,7c,7
animal wombat george george,7c+,9
farm animal furry furry,7b,9
blinks chicken chicken super,6b,8
super furry wombat orwell,6b+,1
orwell blinks furry furry,7b+,7
blinks chicken animal chicken,6a,8
blinks furry blinks george,6c+,9
belinda orwell wombat george,7a+,2
orwell orwell orwell wombat,7a+,6
blinks animal farm furry,7b+,8
farm super blinks george,6b+,8
farm blinks chicken chicken,6a+,3
animal wombat wombat farm,7a+,3
chicken belinda george george,7c+,6
george animal animal farm,7c,1
farm belinda animal wombat,6a,6
wombat animal george belinda,6a+,9
blinks furry orwell wombat,7a+,3
farm blinks belinda blinks,7c+,2
wombat farm super animal,6c+,7
farm george george wombat,6b+,3
belinda wombat furry belinda,7a,4
super orwell chicken belinda,7a+,3
super wombat furry belinda,7a+,5
farm super chicken orwell,6c+,6
george orwell orwell george,6a,6
super farm chicken animal,6a+,4
furry furry chicken animal,7b+,6
animal blinks blinks super,6c,9
animal wombat furry chicken,7b,8
wombat super blinks belinda,7a+,5
george chicken george farm,7c+,8
super super orwell orwell,7a,2
animal wombat animal belinda,6a,9
wombat belinda orwell belinda,7c,7
belinda chicken farm farm,7a,4
george orwell farm furry,6c+,8
belinda george wombat blinks,6c+,4
furry chicken wombat super,6a,3
furry george super george,6b,1
george chicken george chicken,7a,4
furry animal belinda animal,7a,1
farm super blinks wombat,6a+,3
wombat super furry george,7c+,2
animal belinda super animal,7b,2
